rank,fitness_,ctk_string
470,2438.311433841957,C[r(B2HB6[t(B4[b(B[r(B2[t(B2H4H4H2)l(B6)])])])]H2H4)]
471,2438.1167655389663,C[f(B[l(B4H6)]H6B[l(B[l(B4[t(B2H4)]H2H4H2HH4)b(B6)])])]
472,2438.080009934106,C[l(B4[b(B2[b(B4[r(B4[t(B)])t(B[b(B2[r(B6H2)])]B2[t(B4)])])])])f(H2)]
473,2437.9349738628334,C[f(B)r(BB6[t(B4[t(B[b(B2[t(BH)])r(BH2HH6)])]H2)])]
474,2437.770879884557,C[r(B6B4[t(B[r(B2H4)]B2H6)])l(B[l(B4H2)])]<t(B2H6H2H4)>
475,2436.9136099454736,C[r(B2[l(B2H2H2H4)b(B6[b(B6)t(B6H6)])r(B6[b(B[l(B2H)])])]H2)]
476,2436.8566749343604,C<t(B4[t(B6[b(B6)]H2HH6H2H)b(BH4H4)]B2[r(B4H6)])>
477,2436.2113505311304,C[f(H4B6[l(B2H)b(B4)r(B[r(B2)]H4B6H2H4)]B2[t(B6)]H6)]
478,2435.9565897567873,C<t(B4[l(B[l(B6[l(B)t(B2H2B[t(B)r(B6B2B6[r(B6H2)])])])])])>
479,2435.880733799063,C[r(B6[l(B6[t(B6[r(B2)])l(B[l(B2H6)]H6H)]H6H)]H4)f(H6H6B6)]
480,2435.8717904623454,C[l(B6[t(B6B6[t(B2HH2)l(B4[b(B2)]HH4)])]H6H2)f(BH6)]
481,2435.711687869023,C[r(BB[t(B6[r(B4[t(B6H6H6)])]H2H4H6)])f(HH)]
482,2434.5739664398234,C[f(B[b(B4[t(B2H2B4[r(B2H6)])b(BH6H2)]B6[r(B)]H2)])]
483,2434.4994964305315,C[l(B6[l(B2[r(B4[t(B6[t(B2H)])r(BH)])])b(BH4)]B)f(H2)]
484,2434.4779083612093,C[r(B4H)f(H4HH2B4[b(B4)t(B6H6)]HHHH2)]
485,2433.614128944098,C[r(B[l(B2[t(B4[l(B[l(B2H6)]B4[t(B4)])])]H6)b(B4)]H4)f(H4H)]
486,2433.4225261944853,C[l(B2[r(B6[l(B4[r(B6H2H6)])])]B2[r(B6)]H6)f(H4)]
487,2433.3932165414626,C[f(B2[r(B2[b(B4H6B2H2H)]H6H2)]H2H6B4)]
488,2433.3351597042456,C[f(B6H6B4[r(B6[r(B4BH)])]H4H2)]
489,2433.2307725849596,C[r(B4B[t(B4B6H6H)])f(H4HH2)]<t(B4[t(B6H4B4[b(B)])])>
490,2432.830679992347,C[f(B4H2H4)l(BH6B2)]<t(B4H4B6HH2)>
491,2432.6371721070254,C[l(B4[t(B4[l(B2H6H2H6H6)b(B2[b(B6H4H)])]H)])f(H)]
492,2432.6121997290647,C[r(B2H4H2)f(B[b(B[r(B4[r(B)])]H)]HH6)]<t(B2H6)>
493,2431.4623965552237,C[f(H4H6H)]<t(B6[t(B2B2)]H)>
494,2430.7244324223284,C[r(B2[r(B4[l(B2[b(B6H2B4H4B)])])]H4B4[r(B6)])f(HH6)]
495,2430.719020236337,C[l(B4H6)f(H4H2H6H6)]<t(B4[r(B2[b(B4H4)]HH)]H6)>
496,2430.494554349675,C[r(B[b(B[t(B2)l(B6[b(B2HH4)]H4H2)])]H4H2)]
497,2429.2031024048124,C[l(B4[b(B4[r(BB[t(B)])])t(B6[b(BH6H6H4)])])f(H4)]<t(B4[t(B6)])>
498,2428.7441616612173,C[r(B2[r(B6[b(B2[r(B4[r(B6)]H6)]H2H4)]H2H2)])f(H6H6)]<t(B2)>
499,2428.468844481845,C[f(B4[t(B6HBH6HH)]H6)]
500,2428.3043133339343,C<t(B6B6[t(B2[r(B6[t(B4[r(B)]B2H2)]H6)]H6)]H2)>
501,2428.055570754695,C[l(B6H2B4[t(B2H)])f(B6[r(BH4H4H2)]H6H6)]
502,2428.0093074284005,C[f(B4[b(B2HHH)t(B2[b(B2)])r(B[r(B4)t(B[b(B)]H6)])]H6)]
503,2427.6728543994677,C[r(B[t(B2[l(B4)b(B[l(B2H6H2)b(B2HH6)])])])f(H4B2)]
504,2427.6136580335324,C[l(BHH6H2H)r(B[r(B2)])f(H6B2)]<t(B2[l(B6HH4)]H)>
505,2426.638400946613,C[r(B6[b(B6)]H6H)f(B6[t(B[b(B6HH2H2)])]H2H4)]<t(B)>
506,2426.230376890035,C[f(B6[r(B4[b(B4H2H2HH4H)])]H2H4)]
507,2426.124907679404,C[f(B6[t(B6B4H4H2)l(B6[l(B4)]H6)]B4[l(B2H4H6)]H6H6)]
508,2425.8892912212423,C[f(H6B[r(B2[b(B2[l(B2)]H)r(B[r(B2)]H)]B2H2)])]
509,2425.861465182851,C[l(B4[t(B6H)l(B6H4)])f(HH4HH6HH6)]
510,2424.2304197199587,C<t(B4[r(B4[b(B[t(B6)])]B2B2[l(B6B6[b(B6[r(BB2)]H6)])]H)]H2H6H2)>
511,2424.0387956948452,C[f(B4)r(B6[r(B[l(B[l(B2)b(BH6)])]H2H4H4)])]
512,2423.3239743337695,C[f(H2)]<t(B6[b(B6[b(B6HH6H2HH)]H4H2)r(BB4H4)]H2)>
513,2423.025141574788,C[r(B)l(B4)f(HB2[t(B2[l(B2[l(B4[b(B2H6B4[t(B)b(B4H4)])])])])])]
514,2423.0102114359115,C[f(B4[r(B4[r(B4[l(B4H4)])]H4H6H4)]H4)l(B[l(B6B6)]B6[l(B6)b(B6H6H2)])]
515,2422.1018994142437,C[r(B6H4H4H6)f(H4B6[l(B[b(B2[l(B)])]H2)]H2H6)]
516,2422.048216567443,C[l(B2[l(B6H4)])f(HB6[r(B2H)]H4H4H4H)]
517,2421.965658590978,C[f(H4B[b(B[l(B[t(B2H6)])]HH4HH2)]HH6)]
518,2421.718697352427,C[f(B2[t(B4HB6[t(BH4H6B6[l(B4HH2)])])r(B4[t(B)]H)]H6H2)]
519,2421.0008935454457,C[r(B6[l(B2H)r(B4[t(B[b(B4)])]B[b(B2[t(B4)])])]HH2)f(H)]
520,2420.992794409161,C[f(H)]<t(B4[l(B2[b(B2H4)])b(B6[t(B2)])]H4)>
521,2420.972702710341,C[r(B6[t(B4)l(B4H6)])]<t(B2BB6H6H6)>
522,2420.748939634744,C[r(B[t(B6H2)b(B[b(B4)l(BH)]H4)])f(H2H4H2H2)]
523,2420.7014500641612,C[r(B2HB2H6)f(H6)]<t(B2[r(B2[l(B2[l(B6BH6)]H4H2H2H6)])]H2H2H4)>
524,2420.0356818191754,C[r(B[l(B6[l(B2[l(B6)b(B[r(B2[t(B6)]B4)])]H6H6H)]H4)])]
525,2420.0080406338443,C[r(B2[l(B6[b(B2[rb(B)t(B4H6)])])]H2H)f(H2HH6)]
526,2419.9695142483138,C[f(H2H)]<t(B[l(B6[r(B2)l(B2[b(B)t(B4HH)])t(B6B2)])])>
527,2419.8276333228932,C[r(B)f(HH)]<t(B[b(B4[t(B2[r(B4)]H2)])l(BBH6H6H2)]H4)>
528,2419.8161555766064,C[f(B6[b(B4H2)t(B6H6B)]H4H2HH)]
529,2419.6599585510994,C[f(B6[r(B[b(B[r(B6[r(B4[b(B2[t(B2H4)])t(B[r(B6[l(B4)])])]H2)]H)]H2)])])]
530,2419.4935728231067,C[l(B4[b(B4)l(BB4HH2)]H)r(BH2)f(H4)]<t(B2)>
531,2419.2321987997084,C[l(B6[l(B4H4H4H4H6)]H4H4)f(H4BBH6H6)]
532,2419.2143960844933,C[f(B4[t(B4[b(B6[b(B[r(B4HH2)]H2)]H4)]H2)]H6H2)]
533,2418.902423350042,C[f(B6[b(B2[l(B6H6)]H6H2H6H2)r(B6)]B[b(B4H4H)]HH4)]
534,2418.567329281144,C[r(B6[b(B[r(B6H)])]B2[b(B2[r(BH2B4B6H4H)])])]
535,2418.0387013257473,C[r(B6[l(B[l(B2)b(B4[t(B4)r(B4[t(B6[b(B4)]H6H4)]B4)])])])f(H4HH)]
536,2417.4323315029415,C[l(B6B6B2[t(B4[r(B4[r(B6H4H)])]H2)]H2H6H4H6H4)]
537,2417.234121706638,C[f(HB2B6[t(B2[r(B4H2)]HH6)]B6HH6H)]
538,2417.0887490304,C[f(HH2B6[t(B4H4H)l(BB2[r(B2H2)]H6H6)]H2)]
539,2417.0769293621815,C[r(B6[t(B2[r(B2)b(B6H2)]HB[t(B4)]HH6H4)])f(H)]<t(B2H)>
540,2417.012694518897,C[r(B4)]<t(B2[l(B2)]B[b(B2[r(B4[t(B4H6H2)r(B[b(B6)])]H4)])])>
541,2416.9036760650806,C[f(B6[r(B6H2H4)l(B[l(B)b(B4)r(B4[l(B6)]H2)])]B2H6H6H4H6)]
542,2416.274178721676,C[f(H6B[r(B4H6)t(B6[r(B[r(B6)])]HH4)]H4H4)]
543,2416.2366256048135,C[r(B2[t(BH)])f(B6[t(B4[b(B)]H6H2H6)]H6)]<t(B2[t(B4)]H2)>
544,2415.704672359519,C[l(B4H6BH4H4B6H2H)]<t(B6[l(B)]H6H4H2)>
545,2415.4324946761694,C[f(B4[t(B4[l(B[t(B2B2H6)]B2[r(B2)]B6H4H6)])])]
546,2413.7750115337885,C[f(B4[r(B2H6)]H2H4H6)]<t(B4[t(B4[b(B6H)])]H6B)>
547,2412.964471862212,C[l(B2[t(B2[b(B4H2H2B4H4)])]H2H6H)f(HH6)]
548,2412.778984814147,C[l(B4[r(B2)t(B6B2)]H2HH4)f(H4B4B2[t(B6)]H2H2)]
549,2412.7411462719633,C[l(B6[r(B2H2)t(B2[b(B[b(B4)])]HH2H6)]H2)]<t(B2H2HH6H)>
550,2412.6033698405367,C[r(B6[r(B2[r(B6[b(B[b(B)r(B2H)]HH6B)]H2H4H6)])]B)f(H)]
551,2411.7576391882844,C[r(B6[r(BB2)])f(H4)]<t(B2[b(B6H4B4[l(B2H2H)])])>
552,2411.675356143821,C[r(B2[b(B4B4H6)r(B[r(B)]H)]HBHH2H2H4)]
553,2411.1279049850436,C[f(H2B4[r(B6[b(B6[b(B6)])]H)]H4)]<t(B6H6H6H6H2H4)>
554,2410.8723404711627,C[f(B2)l(B[b(B6B6[l(B4[l(B4HH2H2H2)])])]B4H6)]
555,2409.9052105514174,C[r(B6H)f(H2HB4[l(B2[b(B6[b(B[t(B2)]HH2H2)]B4)])]H2)]
556,2409.6180648236896,C<t(B2[b(B4[r(B6[l(B2[l(BBB6[l(B4[t(B[l(B4H2H)])]H2)])]H2)]H)])]H4)>
557,2409.588285268138,C[l(B6[l(B2[r(B6H4)]HB2H6)])f(H4H4)]<t(B6H6H6H)>
558,2409.070774949617,C[l(B6[l(B[r(B2[t(B4)])l(BH)]H6H2H6H)])f(H4)]
559,2408.678345170605,C[l(B6H2B2H2B4H6H2H6)f(H)]
560,2408.3911697082544,C[r(B6HH)f(HHB6H4H4H4H4)]
561,2408.157009648743,C[l(B4[l(B6[l(B2[b(B6H2H2)]H4B[b(BHH2H2H)]H6)])]H2)]
562,2408.095684110851,C[r(B6H6H6H4HB6H6H)f(HH6H)]<t(B6[b(B4H2H6H)])>
563,2407.7871491260926,C[f(H2B6[r(B4[t(B2[r(B2H)]H6H2H2)]H2H4H4)]B2H4)]
564,2407.7508928564976,C[r(B6[b(B4[l(B[t(B2B6[l(B2H2H2)])b(B6)]H2H)]H2)]H4H)f(H4)]
565,2407.492928122673,C[f(H4)]<t(B6[b(B4[r(BB[b(B[r(B6[b(B4)]HH)]H2H6)])])]H)>
566,2407.445447839309,C[l(B[b(B[t(B2[r(B6[b(B4)])])l(B[b(B2H2H4)]B2[l(B4)])])])f(H4)]
567,2407.3755340216485,C[l(B4[l(B4[r(B4)])])f(H4B2[r(B2[l(B2B4[b(B6[b(B[r(B2)]H4)])]H6H2)])])]
568,2405.9850627568694,C[f(B6[t(B6HHH2H6)]H2H4)]<t(B2H6H6H6)>
569,2405.76479794991,C[f(B[b(B4[b(B2B6)]B4[l(B2)])l(B[r(B2)t(BH)])])]
570,2405.685869546955,C[f(H2B[t(B2[b(B2H4H2HH2)])l(B4)])]
571,2404.956766773608,C<t(B4[l(B2[t(B4H4BH)b(B4[l(B4[r(B4)])]H4)l(B6)r(B6H)]H)])>
572,2404.7927928523104,C[r(BB4B6[t(B2H4)]H2HH2H6HH4)f(H)]
573,2404.5126727685715,C<t(B2[t(B[l(B4[l(B2[b(B4H2BH2)r(B6)])t(B6)]H4B4[b(B4)]H6)])])>
574,2404.443695601112,C[l(B2[b(B6H2H6)t(B6[b(B)]B2[b(B4)]H6)])f(B4BHHHH4)]
575,2403.928767207314,C[l(BB6[r(B4H4)]H4H2)]<t(B4H6H2BB4[b(B[l(B4)])])>
576,2403.87066678804,C[l(B[t(B2[t(B4)b(B4[r(B4[l(B4[r(B6)])r(B[b(B6)])])]H4H)]H2H6)])]
577,2403.7975813191447,C[l(B[t(B6[t(B6HH4)]B4H4)]H4)]<t(B4[b(B6B6H2)]H4)>
578,2403.665772765974,C[f(H2H2HH2HBH2H2H2H4)]<t(B6H2H4H6H6)>
579,2403.1442590035076,C[r(B6[l(BB4[b(B6[t(B2[r(BH2H4)])]H)]HBH6H4)]HH6)]
580,2403.1318242322404,C[f(B6[b(B2H2H2HH6H6)]BH)]
581,2401.975221993488,C[r(B6[l(B6H)]B2H2)f(HB6H2)]<t(BH6H6)>
582,2401.3011474075865,C[f(B6[t(B[l(B6H6)]B)]H6H2)]
583,2400.8397023160346,C[l(B2[b(B2[l(B4[t(BB)])])]B4[l(B)]H4)r(B4HH2H6H6)f(H4)]
584,2399.754098831403,C[r(B6[b(BB6H)r(B[r(B[l(B[b(B4[r(B[r(BH)])]H2H4H4)])])]H2)])]
585,2399.6942457713067,C[f(H4H4B6HH4)]<t(B4HH4H2H2HH2H4H2H4)>
586,2398.7273992064547,C<t(B[r(B6)l(B[b(B[r(B4H2H4)l(B6)])]B4H4HH4)])>
587,2398.263410665395,C[l(B[l(B4H4H4H2)t(B6[l(B4[b(B4HH6)])])])f(H)]
588,2398.211515043181,C[f(B2H4H6)l(B6[t(B2H2)]H2H4)]<t(B2[l(B)])>
589,2397.7934999120835,C[f(H2B6[r(B6[r(B2[r(B[r(B6)]H2B2[b(B)r(B6H4)])])]H4)]H2)]
590,2397.3503060078992,C[r(BB6[t(B6[r(B)]HH2)]HH6)f(H4HH2H2H4)]
591,2397.3436306386384,C[l(B[t(B4[t(B4)l(B6[l(BH2H6)]B6B[l(BB2)])])]H2)f(H4H2)]
592,2396.9913833260034,C[f(B6[l(B2[b(B2B4B2H4)l(B6B4H6H6H2H6)]H6)]BH6)]
593,2396.877899409993,C[f(H2H2B[l(B2[b(B[t(B[b(BH6HH4)]H2)])])r(B[b(B6)])])]
594,2396.7643100882715,C[f(H6H2B2B4[b(B4[t(BH2H6)]HH)]H6)]
595,2396.275111724415,C[r(B2[b(B[t(B4[r(B6)]H6)]H4HH6H2H6)])f(H)]
596,2395.990163727117,C[l(B4[t(B6HB2H4H2)]H4H)f(H6H6H6)]
597,2395.340702408674,C[f(H4)]<t(B[r(B4[r(B6[l(B4[t(B6H4)]H2H2)])]H4)])>
598,2395.2449017896174,C[r(B2[l(B6[t(B6[t(BBB6H4)]H4HH2)]H4HBB2[r(B2)])])]
599,2394.297652702595,C[l(B2)f(B[r(B4[r(B6)]B4)]H6H4HH4H4H)]
600,2393.8480104322293,C[f(B6[r(B2)l(B2H)b(BBH4H)]H4H)]
601,2393.668491139216,C[l(B4[r(B2)b(B4)])f(H)]<t(B[t(B4[r(B[b(B4[t(B2[t(B6H4)])])]H2H6)l(B[t(B2)])])])>
602,2393.4431793428803,C[r(B[b(B6H6)])]<t(B6H4H4H2)>
603,2393.246207541569,C[f(B4H6H2)r(B[l(B2[r(B[t(B4B6[r(B)])]H4)])])]
604,2393.1267947627975,C[l(B4[b(B4H4)]B4[r(B2[l(BB4H2H2)]HH2H6)])f(HHH2)]
605,2392.7336583140177,C<t(B4[b(B6)t(B[r(B2[b(B4H4)]B[t(B4H)])l(B4[b(B2)r(B6[t(B)r(B4)])])])])>
606,2392.577080643197,C[f(HH6H4)]<t(B[b(B2[b(B6)]B6H6B2[t(B[b(B2)]B4)])])>
607,2392.5267191683497,C[r(B2[t(B2H4H4)l(BHH2)r(B[b(B4)]H4HH2H4)])]
608,2392.42622454317,C[l(B2H6)f(B4[b(B4[b(B4)l(BHH6)r(B[l(B2)]H)])]H4)]
609,2392.113480474477,C[f(B2[l(B)t(B6H6B4H6)]H6H4)]<t(B6[l(B6H)]B2)>
610,2391.9007128508874,C[r(B[r(B2[b(B4)]H)b(BB6H4H4H)]B6HH2)]
611,2391.059439013401,C[l(B[r(B4[l(B6[l(B6[t(B[r(B6B4H6)]HH)])])]H4H6)t(B[r(B4)]H6H2)])f(H)]
612,2390.736817538019,C[r(B2[l(B)]H)]<t(B2[b(B2[t(B6H2HH2)l(BH2)]HH6H6)]H2H2)>
613,2390.706284286123,C[f(H2)]<t(B4[l(B6B2[b(B4H)]H2H)b(B[t(B)l(B4H6H6H2)])])>
614,2390.56556793372,C[f(B2[r(B6[l(B2[l(B2)r(B6H6HHH6)]H4H4)])]H4)]
615,2390.0065893488136,C[f(B6[l(B2[l(B)r(B2[l(B6)]H6H4)])t(B[t(B6H2)]HH6)]B6H)]
616,2389.908175236351,C[r(B6[r(B[b(B[r(B4H6)]H4)]B2[l(B4[t(B4)])])]H6H6H4)]
617,2389.574708789995,C[l(B4[t(B4H2H)])r(B[l(B6[b(B2H6)]HH4)]B6H)]
618,2389.4165903969606,C[r(B4[l(B4[b(B2H2)t(B4[l(B6)]H6)]H)]H2)f(B6H2)]
619,2388.3284234713483,C[f(B6[rb(B4)]H4HH2HH4H6H)]
620,2388.248475319995,C[f(B4[r(B4B6H2B4[b(B6H6H6)]H)b(B4H)])]
621,2388.167906752268,C[f(B[t(B[l(B4)r(BB4[b(B2[b(B2H2)])]B)])]B)]<t(B4[t(B2[l(B4)])]HH6)>
622,2387.9150828693364,C[f(HB6[r(B2H)t(B6H2H6B6H6)])]
623,2387.1656467610574,C[f(B6[r(B2H4)t(B4H2H2H4H)l(B6[l(B[t(B2)r(B4HH2)]H)]H)])]
624,2386.762068003237,C[r(B4[t(B6[b(B2[r(B4H)t(B4H4)]H6H4)])])l(B6)]<t(B[r(B4H2)]H6B6)>
625,2386.5203880134777,C[r(B[r(B4[l(B4B4[t(B2)])]H)l(B[l(B2B)])]H6H4)f(H4)]
626,2386.346661801216,C<t(B6[r(B[r(B2[t(B6H2HH4H4)]H4H6)]H2)])>
627,2386.1933290112343,C<t(B[t(B[l(B4[l(B[r(B6[b(B4[b(B4[l(B2H4H4)]H2)])])]H2)])])]H2)>
628,2385.395294172639,C[r(B4[t(B4H4HH2)r(B4[t(B)])])]
629,2385.3711001392976,C[f(H4B2[r(B[b(B2)])]H4HH6)]
630,2384.8950401250577,C[f(B2H2)r(B2[l(B4[r(B2HB2H)])]HH2HH6)]
631,2384.7388799311193,C[f(B6[t(B2[r(B4)b(B6H6)])r(B[t(B4[b(B6H2)])]BH)]B2)]<t(B6H2)>
632,2384.652906566629,C[l(B4H)r(B[t(B4H6)b(B6[t(B6[r(B6H4H2)])]H4)]H2H6)f(H2H6)]
633,2384.627722381036,C[r(B2H4H2H4H6)f(H4H2H6)]<t(B2HB6HB6)>
634,2384.6110863010144,C[r(B4[l(B[l(B2[r(B6)b(B6H)])])]H2B4H)f(H2H4)]
635,2384.049159081606,C[r(B6)f(B6B[b(B4[t(B6[r(B2HH4)b(B4[r(B6H2HH6)])])]H4)])]
636,2383.824178070685,C[l(B4[r(B[b(B4[b(B4B6[r(B)])])r(B4[r(B6)])]H6)]H)f(H4H)]
637,2383.6882965006125,C[l(B4H4)r(B[l(B6HH2)]H4H4)f(H2B2[l(B2)])]
638,2383.0702386037956,C[f(B4[l(B4)]B4[t(B[r(B4[b(BH)]H2HH4H6)])]HHH6)]<t(B2)>
639,2382.465419341038,C[l(B4[l(B2[l(BB2B2B4[l(B4BH4H6)])])])f(HHH)]
640,2382.4326443055284,C[r(B2[b(B4[t(B4[r(B6H2H6H2)]H6B6H6)]H4H2)t(B6)]H4)f(H)]
641,2381.817523849742,C[f(B4[b(B4H4H2H4)t(BB2[b(B2BH4H6H4)])]HH)]
642,2381.310279063899,C[l(B2[b(B4[l(B2[r(B6)]H4H)]HHH2)]H4)r(B6[t(B[b(B4)])])]
643,2381.1734133380937,C[l(B)r(B2)f(H6H6B[t(B2HH)r(BH6)]H2H6)]
644,2380.600217641033,C[l(B2[t(BH4H2H2)]H4)r(B6[b(B6[t(B2B6H2H6)])])]
645,2380.108515175956,C[l(B2[l(B2[r(B4[l(B4H)])])b(B6[l(B2)b(B2H2)]H)]H)f(H4HH4)]
646,2380.0996239725037,C[l(B4H)]<t(B6[r(B4[r(B[b(B)l(B6[b(B2)])])]H6H6)]B4)>
647,2379.8553101638763,C[f(HH6B2[b(B4[l(B)b(B2H2)t(B[l(B6B2H6H4H2)]H6)]B4H2)])]
648,2379.7559171530957,C[f(B2[b(B2BB6B2H4BH2)]H6H6H2H)]<t(B6H4H4)>
649,2379.609648429542,C[l(B4[r(B)b(B6B6[b(B6H2H6H4)]H6H6)])]
650,2378.9531393326643,C[f(H2HHB[l(B6[t(B6[l(B6)]H6H2)])]B2H6H2)]
651,2377.7942101217036,C<t(B6[l(B4[r(B2[l(B2[l(B4)])]H2H6)b(B4H6H6)])b(B6H4)])>
652,2377.785210124981,C[l(B6[l(B2B6HH2)]H2)f(H4HH6H)]<t(B2HH2H4)>
653,2377.7044540351353,C[f(H6)]<t(B6[b(B6[l(B4H4)b(B4[r(B2)b(B[l(B4)]H6H)])]H6H6H2H6)])>
654,2377.282458641539,C<t(B2[r(B4[l(B2[t(B6[l(B4)t(B6)r(B6[l(B2)])]H6)])]H6)]H4)>
655,2376.6838692165056,C[l(B6[r(B6[b(BB4[r(B4)]H2H6)]H4)]B6[b(B4B4H2)]H6)f(H4)]
656,2376.2573208848053,C<t(B6[b(B)t(B4H4H2H2H4)l(B[t(B2[l(B2HH2)])]H2)])>
657,2376.222963684611,C<t(B[r(B[r(BH4)]BH2)]HH4H2)>
658,2375.8874618160826,C<t(B6B6[t(B6[l(B2H6)b(B[r(B4[r(B[l(B6)])]H)])])l(B[l(B6H6)]H)]B4[t(B6)])>
659,2375.142248426373,C[l(B4[t(B4B6[t(B4[l(B)]H2B6H4)])]B)f(HH2HH)]
660,2374.734745694823,C[r(B[b(B2[r(B4B[t(B6HH6)])b(B6H2)]H6H2H6)])f(H6)]
661,2374.5439755379775,C[l(B[b(B6[r(BHH2)]H2)]H6H6)f(H6)]
662,2374.4704848472174,C[l(BH6H6H4B6[l(B)]H4B4B4[l(B[b(B6)])]H4)]
663,2373.900972749182,C[r(B2[r(B)])l(B4B[l(B4HH6)])f(H6H4H)]
664,2373.7225361639685,C[f(B4[t(B[t(B2H2)l(B6H)]H2H6)]H)]<t(B4H2H)>
665,2372.7999965944664,C[f(HH6H)]<t(B2[b(B6[t(B6[t(B4[t(B6[b(B6)])]B6)])]H)]HH2)>
666,2372.005638732154,C[f(B6[l(B2[l(B2HHH6H2H)b(B6H)]H2H6)]H2)]
667,2371.568150924906,C[f(B2[l(B4H)])r(B4[l(B6[r(B2[r(B2[l(B2[r(B4HHH4)])])])]H4)]H6H2)]
668,2371.4771994490247,C[f(H2B4[t(B4[l(B[b(B4[t(B6[b(B6H)t(B6[t(B4)]H)]H4)])l(BH4)]H4HH)])])]
669,2371.169449112043,C[r(B2[l(B[b(BH)])]H6H)f(H2HHH4H4H4)]
670,2370.399419442864,C[f(B4[t(B[t(B4[b(BH4H6)]H4H2)]H2H6H2)]BH2)]
671,2369.9834082426787,C[f(H4)]<t(B2[r(BH6B4[l(BH6)]HH6)]H)>
672,2369.5178997490657,C[f(H6H4H4)]<t(B[l(B[l(B4[l(B4)])b(B6[r(B6)]H6H2)])]H4H6H4H6)>
673,2369.4129142521115,C[f(H2HB4)]<t(B[r(B2[l(BH4H)]H2H)]H6B2)>
674,2367.523877414157,C[f(B6H4H2H4)l(B[r(B2H2)]H6HH6H6H2)]
675,2367.401516334369,C[l(B4B6[l(B[b(B2H6)])]H6H2H2H)]
676,2367.0938028302335,C[r(B6[r(B2)]HH6B6H6H4H4)f(HH2H2H4)]
677,2367.0761018692474,C[r(B[t(B4[t(B[t(B6[r(B6H6)l(BH4)])]B2)])])]
678,2365.876966007446,C[r(B[r(B4H4)]H2H6H2B)f(H6HH4H6H4H2)]
679,2365.053455632148,C[f(B4)r(B6[r(B4[r(B2)b(B6H4H2H4)]H2HB6H6BH)]H6)]
680,2364.362170713744,C[l(B4[t(B2[r(B4)]H)b(B4)r(B6H2)]H4)]<t(B[r(B4)]B6[b(B6[r(B4[b(B6)])])]H6H6)>
681,2364.175287039488,C[l(B6B2[t(B6[r(BH6H4H4)]B4[t(B[r(B6[l(B2[t(B6H2H2)]H6)]H6)]B2)])])]
682,2364.1037509806238,C[l(B2[r(BH6HH4)]BB4H4)f(BH2H6)]
683,2363.867100301364,C[r(B6[t(BH)l(BHHH4)]H)f(H4H4)]
684,2363.7510109588434,C[f(H4H6B6[l(B[l(BH6H6H2H)])]B6H6H6)]
685,2363.4984710392996,C<t(B[t(B6[r(B4[t(B[r(B6H)]HH4)])]H2H4)]H2H2)>
686,2363.317476587385,C[f(B4[t(B2)r(B[l(B4H6)]H4H6)]H6H4)]<t(BB6H)>
687,2362.9765787597116,C[f(B6[t(B2)b(B[r(B4[b(B6)]HH2H2)]H6H2)])]
688,2362.5845745274273,C[f(HH2)]<t(B4[l(B[t(B6[t(B[l(B4H2H2)])]B4)]H2H4H2H2H6)]H2H2)>
689,2362.3238138662937,C[l(B2[l(B2H2)t(B[l(B2)]H6B2H2)]H6)f(BH2)]
690,2361.4904163982974,C<t(B4[l(B2[b(B4H4)l(B6H)]B2HH6)]HH2H4H2)>
691,2361.116569723305,C[f(H2H)]<t(B2[t(B4[r(B2H2H)]H4H4H2)]H)>
692,2360.820386532352,C[f(B6)l(B[t(B6[t(B6[t(B2[l(B6H)])]H)]H4)]H)]
693,2360.590726114895,C[f(HB6[t(B6H2)r(BH4H4H2H2)b(B[r(B4H6H4)]H2)]H4)]
694,2360.5167233874154,C[f(B6[t(B6HH2BH4H4H4H2)r(B6[r(B4B4)t(B6H2)])]HH4)]
695,2360.0002412407757,C[f(H4H2H2HH6)]<t(B6[r(B4H)]BB4)>
696,2359.550662624358,C<t(B4[r(B2)b(B6[r(BH)t(B[l(B4[b(B[l(B)r(B2)])])])]HH6)])>
697,2359.0308955699797,C[l(B[lb(B4)]H4H6H6H4H2)f(H6H6)]
698,2358.617253415809,C[f(B2B[l(B)]B[l(B[b(B6H)t(B6[t(B4[b(BH)]H4H2)])])]HH4H4)]
699,2358.429646332111,C[l(B[r(B2[b(B4H2)]B)]HB4H2)f(H2H4)]<t(B4[r(B2H4)]H)>
700,2358.31210888221,C[f(HH)]<t(B4B6[l(B2[b(B[l(B4[l(B6H6)]H6H4)])]H4H)]B)>
701,2357.588810597573,C[l(B2[l(B)r(B2[l(B[t(B2)]B4H4)])]H6HHH)r(B4[b(B2[t(B2)]H)r(B4)])]
702,2357.3500320972385,C[f(B4[t(B4[t(B6)l(B[r(B4HH6)])]H6H6H4)]H6BB4B6H2H6H4)]
703,2356.8300999733956,C[r(B2[t(B4[l(B2B4B6[r(B6)]H6H)]H6H2)])]
704,2356.6694367288137,C[f(H2B)]<t(B4[t(B2H4H6H6H6)]B6B[l(B6H4H6HH4)]H6)>
705,2356.518889279653,C[l(B6[b(B[t(B6H2)])t(B[t(BH2)]H6)]H4H2)f(HHH2)]
706,2355.680940865411,C[f(B[t(B4[r(B2)b(B6H6H4HH6H4)])]H4)]
707,2354.3105240887053,C<t(B[r(B4[l(B)]H4H4)l(B6H4)]B2)>
